Country,ISO3c,Year,Project,Item,ItemCnt,Sample,Response,RespN
Argentina,ARG,2000,lb,ThreeState_lb,ThreeState_lb_Argentina,1200,0.699,839
Argentina,ARG,2001,lb,ThreeState_lb,ThreeState_lb_Argentina,1200,0.577,692
Argentina,ARG,2002,lb,Church_lb,Church_lb_Argentina,814,0.721721722,587
Argentina,ARG,2002,lb,ThreeState_lb,ThreeState_lb_Argentina,814,0.648648649,528
Argentina,ARG,2002,pew,ImpDemoc_pew,ImpDemoc_pew_Argentina,814,0.78,635
Argentina,ARG,2002,pew,Strong_pew_1,Strong_pew_1_Argentina,814,0.54,440
Argentina,ARG,2003,lb,Church_lb,Church_lb_Argentina,1200,0.78,936
Argentina,ARG,2003,lb,ThreeState_lb,ThreeState_lb_Argentina,1200,0.691,829
Argentina,ARG,2004,lb,Church_lb,Church_lb_Argentina,1200,0.807807808,969
Argentina,ARG,2004,lb,ThreeState_lb,ThreeState_lb_Argentina,1200,0.644355644,773
Argentina,ARG,2005,lb,Church_lb,Church_lb_Argentina,1200,0.763,916
Argentina,ARG,2005,lb,ThreeState_lb,ThreeState_lb_Argentina,1200,0.657,788
Argentina,ARG,2006,lb,Church_lb,Church_lb_Argentina,1200,0.853853854,1025
Argentina,ARG,2006,lb,ThreeState_lb,ThreeState_lb_Argentina,1200,0.733733734,880
Argentina,ARG,2006,wvs,Army_wvs,Army_wvs_Argentina,1200,0.789210789,947
Argentina,ARG,2006,wvs,EvDemoc_wvs,EvDemoc_wvs_Argentina,1200,0.871128871,1045
Argentina,ARG,2006,wvs,ImpDemoc_wvs,ImpDemoc_wvs_Argentina,1200,0.927,1112
Argentina,ARG,2006,wvs,Strong_wvs,Strong_wvs_Argentina,1200,0.465,558
Argentina,ARG,2007,lb,Church_lb,Church_lb_Argentina,800,0.829,663
Argentina,ARG,2007,lb,ThreeState_lb,ThreeState_lb_Argentina,800,0.626,501
Argentina,ARG,2007,pew,ImpDemoc_pew,ImpDemoc_pew_Argentina,800,0.69,552
Argentina,ARG,2007,pew,Strong_pew_1,Strong_pew_1_Argentina,800,0.66,528
Argentina,ARG,2008,lapop,Church_lapop,Church_lapop_Argentina,1200,0.846567968,1016
Argentina,ARG,2008,lapop,Strong_lapop,Strong_lapop_Argentina,1200,0.831763122,998
Argentina,ARG,2008,lapop,ThreeState_lapop,ThreeState_lapop_Argentina,1200,0.786675639,944
Argentina,ARG,2008,lb,Church_lb,Church_lb_Argentina,1200,0.772,926
Argentina,ARG,2008,lb,ThreeState_lb,ThreeState_lb_Argentina,1200,0.602,722
Argentina,ARG,2009,lb,Church_lb,Church_lb_Argentina,1200,0.749250749,899
Argentina,ARG,2009,lb,ThreeState_lb,ThreeState_lb_Argentina,1200,0.64,768
Argentina,ARG,2010,lapop,Church_lapop,Church_lapop_Argentina,1200,0.760992908,913
Argentina,ARG,2010,lapop,Strong_lapop,Strong_lapop_Argentina,1200,0.818439716,982
Argentina,ARG,2010,lapop,ThreeState_lapop,ThreeState_lapop_Argentina,1200,0.725531915,871
Argentina,ARG,2010,lb,Church_lb,Church_lb_Argentina,1200,0.825825826,991
Argentina,ARG,2010,lb,ThreeState_lb,ThreeState_lb_Argentina,1200,0.658341658,790
Argentina,ARG,2011,lb,Church_lb,Church_lb_Argentina,1200,0.883,1060
Argentina,ARG,2011,lb,ThreeState_lb,ThreeState_lb_Argentina,1200,0.700700701,841
Argentina,ARG,2012,lapop,Church_lapop,Church_lapop_Argentina,1500,0.832889481,1249
Argentina,ARG,2012,lapop,Strong_lapop,Strong_lapop_Argentina,1500,0.754666667,1132
Argentina,ARG,2012,lapop,ThreeState_lapop,ThreeState_lapop_Argentina,1500,0.784666667,1177
Argentina,ARG,2013,lb,Church_lb,Church_lb_Argentina,819,0.900900901,738
Argentina,ARG,2013,lb,ThreeState_lb,ThreeState_lb_Argentina,819,0.727272727,596
Argentina,ARG,2013,pew,ImpDemoc_pew,ImpDemoc_pew_Argentina,819,0.62,508
Argentina,ARG,2013,pew,Strong_pew_1,Strong_pew_1_Argentina,819,0.75,614
Argentina,ARG,2013,pew,ThreeState_pew,ThreeState_pew_Argentina,819,0.72,590
Argentina,ARG,2013,wvs,Army_wvs,Army_wvs_Argentina,819,0.808191808,662
Argentina,ARG,2013,wvs,EvDemoc_wvs,EvDemoc_wvs_Argentina,819,0.852,698
Argentina,ARG,2013,wvs,ImpDemoc_wvs,ImpDemoc_wvs_Argentina,819,0.927072927,759
Argentina,ARG,2013,wvs,Strong_wvs,Strong_wvs_Argentina,819,0.442442442,362
Argentina,ARG,2014,lapop,Church_lapop,Church_lapop_Argentina,1512,0.800925926,1211
Argentina,ARG,2014,lapop,ThreeState_lapop,ThreeState_lapop_Argentina,1512,0.71494709,1081
Argentina,ARG,2015,lb,Church_lb,Church_lb_Argentina,1000,0.839,839
Argentina,ARG,2015,lb,ThreeState_lb,ThreeState_lb_Argentina,1000,0.7002997,700
Argentina,ARG,2015,pew,ImpDemoc_2_pew,ImpDemoc_2_pew_Argentina,1000,0.8,800
Argentina,ARG,2016,lb,Church_lb,Church_lb_Argentina,1200,0.874166667,1049
Argentina,ARG,2016,lb,ThreeState_lb,ThreeState_lb_Argentina,1200,0.6975,837
Argentina,ARG,2017,lapop,Church_lapop,Church_lapop_Argentina,1528,0.75,1146
Argentina,ARG,2017,lb,Church_lb,Church_lb_Argentina,1012,0.7664075,776
Argentina,ARG,2017,lb,ThreeState_lb,ThreeState_lb_Argentina,1012,0.6654267,673
Argentina,ARG,2017,pew,Army_pew,Army_pew_Argentina,1012,0.71,719
Argentina,ARG,2017,pew,EvDemoc_pew,EvDemoc_pew_Argentina,1012,0.69,698
Argentina,ARG,2017,pew,Strong_pew_2,Strong_pew_2_Argentina,1012,0.75,759
Argentina,ARG,2017,wvs,Army_wvs,Army_wvs_Argentina,1003,0.770812881,773
Argentina,ARG,2017,wvs,EvDemoc_wvs,EvDemoc_wvs_Argentina,1003,0.873780619,876
Argentina,ARG,2017,wvs,ImpDemoc_wvs,ImpDemoc_wvs_Argentina,1003,0.920746253,924
Argentina,ARG,2017,wvs,Relig_wvs,Relig_wvs_Argentina,1003,0.602704188,605
Argentina,ARG,2017,wvs,Strong_wvs,Strong_wvs_Argentina,1003,0.297336664,298
Argentina,ARG,2018,lb,ThreeState_lb,ThreeState_lb_Argentina,1200,0.5795175,695
Argentina,ARG,2019,lapop,Church_lapop,Church_lapop_Argentina,1528,0.68293255,1044
Argentina,ARG,2020,lb,Church_lb,Church_lb_Argentina,1200,0.659891373,792
Argentina,ARG,2020,lb,ThreeState_lb,ThreeState_lb_Argentina,1200,0.552747326,663
Armenia,ARM,1997,wvs,Army_wvs,Army_wvs_Armenia,2000,0.751751752,1504
Armenia,ARM,1997,wvs,Church_wvs,Church_wvs_Armenia,2000,0.612387612,1225
Armenia,ARM,1997,wvs,EvDemoc_wvs,EvDemoc_wvs_Armenia,2000,0.760760761,1522
Armenia,ARM,1997,wvs,Strong_wvs,Strong_wvs_Armenia,2000,0.422577423,845
Armenia,ARM,2008,evs,Army_evs,Army_evs_Armenia,1500,0.5572,836
Armenia,ARM,2008,evs,Church_evs,Church_evs_Armenia,1500,0.785333333,1178
Armenia,ARM,2008,evs,EvDemoc_evs,EvDemoc_evs_Armenia,1500,0.834666667,1252
Armenia,ARM,2008,evs,Strong_evs,Strong_evs_Armenia,1500,0.478933333,718
Armenia,ARM,2011,wvs,Army_wvs,Army_wvs_Armenia,1100,0.55044955,605
Armenia,ARM,2011,wvs,EvDemoc_wvs,EvDemoc_wvs_Armenia,1100,0.827827828,911
Armenia,ARM,2011,wvs,ImpDemoc_wvs,ImpDemoc_wvs_Armenia,1100,0.836,920
Armenia,ARM,2011,wvs,Strong_wvs,Strong_wvs_Armenia,1100,0.347,382
Armenia,ARM,2018,evs,Army_evs,Army_evs_Armenia,1500,0.721823954,1083
Armenia,ARM,2018,evs,Church_evs,Church_evs_Armenia,1500,0.885092881,1328
Armenia,ARM,2018,evs,EvDemoc_evs,EvDemoc_evs_Armenia,1500,0.885092881,1328
Armenia,ARM,2018,evs,ImpDemoc_evs,ImpDemoc_evs_Armenia,1500,0.802964176,1204
Armenia,ARM,2018,evs,Strong_evs,Strong_evs_Armenia,1500,0.35828245,537
Australia,AUS,1995,wvs,Army_wvs,Army_wvs_Australia,2048,0.915915916,1876
Australia,AUS,1995,wvs,Church_wvs,Church_wvs_Australia,2048,0.82,1679
Australia,AUS,1995,wvs,EvDemoc_wvs,EvDemoc_wvs_Australia,2048,0.84,1720
Australia,AUS,1995,wvs,Strong_wvs,Strong_wvs_Australia,2048,0.731,1497
Australia,AUS,2004,cses,Church_cses,Church_cses_Australia,1769,0.91,1610
Australia,AUS,2005,wvs,Army_wvs,Army_wvs_Australia,1421,0.901901902,1282
Australia,AUS,2005,wvs,EvDemoc_wvs,EvDemoc_wvs_Australia,1421,0.865134865,1229
Australia,AUS,2005,wvs,ImpDemoc_wvs,ImpDemoc_wvs_Australia,1421,0.907,1289
Australia,AUS,2005,wvs,Strong_wvs,Strong_wvs_Australia,1421,0.742,1054
Australia,AUS,2012,wvs,Army_wvs,Army_wvs_Australia,1477,0.87987988,1300
Australia,AUS,2012,wvs,EvDemoc_wvs,EvDemoc_wvs_Australia,1477,0.866133866,1279
Australia,AUS,2012,wvs,ImpDemoc_wvs,ImpDemoc_wvs_Australia,1477,0.882235529,1303
Australia,AUS,2012,wvs,Strong_wvs,Strong_wvs_Australia,1477,0.707,1044
Australia,AUS,2015,pew,ImpDemoc_2_pew,ImpDemoc_2_pew_Australia,1004,0.75,753
Australia,AUS,2017,pew,Army_pew,Army_pew_Australia,1000,0.86,860
Australia,AUS,2017,pew,EvDemoc_pew,EvDemoc_pew_Australia,1000,0.88,880
Australia,AUS,2017,pew,Strong_pew_2,Strong_pew_2_Australia,1000,0.79,790
Australia,AUS,2018,wvs,Army_wvs,Army_wvs_Australia,1813,0.854627597,1549
Australia,AUS,2018,wvs,EvDemoc_wvs,EvDemoc_wvs_Australia,1813,0.857195853,1554
Australia,AUS,2018,wvs,ImpDemoc_wvs,ImpDemoc_wvs_Australia,1813,0.858532716,1557
Australia,AUS,2018,wvs,Relig_wvs,Relig_wvs_Australia,1813,0.890425577,1614
Australia,AUS,2018,wvs,Strong_wvs,Strong_wvs_Australia,1813,0.6503621,1179
Austria,AUT,1997,eb,ThreeState_eb,ThreeState_eb_Austria,1056,0.770833333,814
Austria,AUT,1999,evs,Army_evs,Army_evs_Austria,1522,0.952102497,1449
Austria,AUT,1999,evs,Church_evs,Church_evs_Austria,1522,0.941721419,1433
Austria,AUT,1999,evs,EvDemoc_evs,EvDemoc_evs_Austria,1522,0.926281209,1410
Austria,AUT,1999,evs,Strong_evs,Strong_evs_Austria,1522,0.796057819,1212
Austria,AUT,2008,evs,Army_evs,Army_evs_Austria,1510,0.86384106,1304
Austria,AUT,2008,evs,Church_evs,Church_evs_Austria,1510,0.88602649,1338
Austria,AUT,2008,evs,EvDemoc_evs,EvDemoc_evs_Austria,1510,0.838940397,1267
Austria,AUT,2008,evs,Strong_evs,Strong_evs_Austria,1510,0.702715232,1061
Austria,AUT,2018,evs,Army_evs,Army_evs_Austria,1644,0.924667059,1520
Austria,AUT,2018,evs,Church_evs,Church_evs_Austria,1644,0.950122714,1562
Austria,AUT,2018,evs,EvDemoc_evs,EvDemoc_evs_Austria,1644,0.950122714,1562
Austria,AUT,2018,evs,ImpDemoc_evs,ImpDemoc_evs_Austria,1644,0.944613059,1553
Austria,AUT,2018,evs,Strong_evs,Strong_evs_Austria,1644,0.818715032,1346
Azerbaijan,AZE,1999,wvs,Army_wvs,Army_wvs_Azerbaijan,2002,0.845845846,1693
Azerbaijan,AZE,1999,wvs,Church_wvs,Church_wvs_Azerbaijan,2002,0.831831832,1665
Azerbaijan,AZE,1999,wvs,EvDemoc_wvs,EvDemoc_wvs_Azerbaijan,2002,0.825,1652
Azerbaijan,AZE,1999,wvs,Strong_wvs,Strong_wvs_Azerbaijan,2002,0.72972973,1461
Azerbaijan,AZE,2011,wvs,Army_wvs,Army_wvs_Azerbaijan,1002,0.905905906,908
Azerbaijan,AZE,2011,wvs,EvDemoc_wvs,EvDemoc_wvs_Azerbaijan,1002,0.796796797,798
Azerbaijan,AZE,2011,wvs,ImpDemoc_wvs,ImpDemoc_wvs_Azerbaijan,1002,0.891891892,894
Azerbaijan,AZE,2011,wvs,Strong_wvs,Strong_wvs_Azerbaijan,1002,0.745745746,747
Azerbaijan,AZE,2018,evs,Army_evs,Army_evs_Azerbaijan,1800,0.772701955,1391
Azerbaijan,AZE,2018,evs,Church_evs,Church_evs_Azerbaijan,1800,0.909043047,1636
Azerbaijan,AZE,2018,evs,EvDemoc_evs,EvDemoc_evs_Azerbaijan,1800,0.909043047,1636
Azerbaijan,AZE,2018,evs,ImpDemoc_evs,ImpDemoc_evs_Azerbaijan,1800,0.920483769,1657
Azerbaijan,AZE,2018,evs,Strong_evs,Strong_evs_Azerbaijan,1800,0.226987287,409
Bahamas,BHS,2014,lapop,Church_lapop,Church_lapop_Bahamas,3429,0.638856476,2191
Bahamas,BHS,2014,lapop,ThreeState_lapop,ThreeState_lapop_Bahamas,3429,0.542140566,1859
Bahrain,BHR,2006,arb,Church_arb,Church_arb_Bahrain,428,0.836448598,358
Bahrain,BHR,2006,arb,DemocSuit_arb,DemocSuit_arb_Bahrain,428,0.68852459,295
Bahrain,BHR,2006,arb,EvDemoc_arb,EvDemoc_arb_Bahrain,428,0.912735849,391
Bahrain,BHR,2006,arb,Strong_arb_2,Strong_arb_2_Bahrain,428,0.858823529,368
Bahrain,BHR,2014,wvs,Army_wvs,Army_wvs_Bahrain,1200,0.493,592
Bahrain,BHR,2014,wvs,EvDemoc_wvs,EvDemoc_wvs_Bahrain,1200,0.755,906
Bahrain,BHR,2014,wvs,ImpDemoc_wvs,ImpDemoc_wvs_Bahrain,1200,0.82,984
Bahrain,BHR,2014,wvs,Strong_wvs,Strong_wvs_Bahrain,1200,0.476523477,572
Bangladesh,BGD,1996,wvs,Army_wvs,Army_wvs_Bangladesh,1525,0.767232767,1170
Bangladesh,BGD,1996,wvs,Church_wvs,Church_wvs_Bangladesh,1525,0.901098901,1374
Bangladesh,BGD,1996,wvs,EvDemoc_wvs,EvDemoc_wvs_Bangladesh,1525,0.91991992,1403
Bangladesh,BGD,1996,wvs,Strong_wvs,Strong_wvs_Bangladesh,1525,0.755244755,1152
Bangladesh,BGD,2002,wvs,Army_wvs,Army_wvs_Bangladesh,759,0.731268731,555
Bangladesh,BGD,2002,wvs,Church_wvs,Church_wvs_Bangladesh,759,0.944055944,717
Bangladesh,BGD,2002,wvs,EvDemoc_wvs,EvDemoc_wvs_Bangladesh,759,0.946,718
Bangladesh,BGD,2002,wvs,Strong_wvs,Strong_wvs_Bangladesh,759,0.821,623
Bangladesh,BGD,2005,asb,Army_asb,Army_asb_Bangladesh,1240,0.311507937,386
Bangladesh,BGD,2005,asb,EvDemoc_asb,EvDemoc_asb_Bangladesh,1240,0.822420635,1020
Bangladesh,BGD,2005,asb,Strong_asb,Strong_asb_Bangladesh,1240,0.533730159,662
Bangladesh,BGD,2005,sab,Army_sab,Army_sab_Bangladesh,1240,0.3403226,422
Bangladesh,BGD,2005,sab,DemocSuit_sab,DemocSuit_sab_Bangladesh,1240,0.5870968,728
Bangladesh,BGD,2005,sab,Elec_sab,Elec_sab_Bangladesh,1240,0.808871,1003
Bangladesh,BGD,2005,sab,Strong_sab,Strong_sab_Bangladesh,1240,0.16612903,206
Bangladesh,BGD,2005,sab,ThreeState_sab,ThreeState_sab_Bangladesh,1240,0.4056452,503
Bangladesh,BGD,2013,sab,Army_sab,Army_sab_Bangladesh,1424,0.4985955,710
Bangladesh,BGD,2013,sab,Strong_sab,Strong_sab_Bangladesh,1424,0.616573,878
Bangladesh,BGD,2013,sab,ThreeState_sab,ThreeState_sab_Bangladesh,1424,0.7001404,997
Bangladesh,BGD,2018,wvs,Army_wvs,Army_wvs_Bangladesh,1200,0.549166667,659
Bangladesh,BGD,2018,wvs,EvDemoc_wvs,EvDemoc_wvs_Bangladesh,1200,0.8225,987
Bangladesh,BGD,2018,wvs,ImpDemoc_wvs,ImpDemoc_wvs_Bangladesh,1200,0.920833333,1105
Bangladesh,BGD,2018,wvs,Relig_wvs,Relig_wvs_Bangladesh,1200,0.325,390
Bangladesh,BGD,2018,wvs,Strong_wvs,Strong_wvs_Bangladesh,1200,0.681666667,818
Belarus,BLR,1992,ndb,Strong_ndb,Strong_ndb_Belarus,1191,0.235096558,280
Belarus,BLR,1993,ndb,Army_ndb,Army_ndb_Belarus,1056,0.853219697,901
Belarus,BLR,1993,ndb,Strong_ndb,Strong_ndb_Belarus,1056,0.525568182,555
Belarus,BLR,1995,ndb,Army_ndb,Army_ndb_Belarus,1000,0.864,864
Belarus,BLR,1995,ndb,Strong_ndb,Strong_ndb_Belarus,1000,0.446,446
Belarus,BLR,1996,wvs,Army_wvs,Army_wvs_Belarus,2092,0.744,1556
Belarus,BLR,1996,wvs,Church_wvs,Church_wvs_Belarus,2092,0.655,1370
Belarus,BLR,1996,wvs,EvDemoc_wvs,EvDemoc_wvs_Belarus,2092,0.658658659,1378
Belarus,BLR,1996,wvs,Strong_wvs,Strong_wvs_Belarus,2092,0.392607393,821
Belarus,BLR,1998,cdcee,Church_cdcee,Church_cdcee_Belarus,1000,0.336,336
Belarus,BLR,1998,cdcee,Elec_cdcee,Elec_cdcee_Belarus,1000,0.779,779
Belarus,BLR,1998,ndb,Army_ndb,Army_ndb_Belarus,1000,0.899,899
Belarus,BLR,1998,ndb,Strong_ndb,Strong_ndb_Belarus,1000,0.624,624
Belarus,BLR,2000,evs,Army_evs,Army_evs_Belarus,1000,0.683,683
Belarus,BLR,2000,evs,Church_evs,Church_evs_Belarus,1000,0.655,655
Belarus,BLR,2000,evs,EvDemoc_evs,EvDemoc_evs_Belarus,1000,0.673,673
Belarus,BLR,2000,evs,Strong_evs,Strong_evs_Belarus,1000,0.5,500
Belarus,BLR,2000,ndb,Army_ndb,Army_ndb_Belarus,1000,0.828440367,828
Belarus,BLR,2000,ndb,Strong_ndb,Strong_ndb_Belarus,1000,0.632110092,632
Belarus,BLR,2004,ndb,Army_ndb,Army_ndb_Belarus,1000,0.947,947
Belarus,BLR,2004,ndb,Strong_ndb,Strong_ndb_Belarus,1000,0.378,378
Belarus,BLR,2004,ndb,ThreeState_ndb,ThreeState_ndb_Belarus,1000,0.529,529
Belarus,BLR,2008,evs,Army_evs,Army_evs_Belarus,1500,0.7156,1073
Belarus,BLR,2008,evs,Church_evs,Church_evs_Belarus,1500,0.7368,1105
Belarus,BLR,2008,evs,EvDemoc_evs,EvDemoc_evs_Belarus,1500,0.714133333,1071
Belarus,BLR,2008,evs,Strong_evs,Strong_evs_Belarus,1500,0.2492,374
Belarus,BLR,2011,wvs,Army_wvs,Army_wvs_Belarus,1535,0.91008991,1397
Belarus,BLR,2011,wvs,EvDemoc_wvs,EvDemoc_wvs_Belarus,1535,0.853853854,1311
Belarus,BLR,2011,wvs,ImpDemoc_wvs,ImpDemoc_wvs_Belarus,1535,0.78021978,1198
Belarus,BLR,2011,wvs,Strong_wvs,Strong_wvs_Belarus,1535,0.522,801
Belarus,BLR,2018,evs,Army_evs,Army_evs_Belarus,1548,0.66404646,1028
Belarus,BLR,2018,evs,Church_evs,Church_evs_Belarus,1548,0.869541838,1346
Belarus,BLR,2018,evs,EvDemoc_evs,EvDemoc_evs_Belarus,1548,0.869541838,1346
Belarus,BLR,2018,evs,ImpDemoc_evs,ImpDemoc_evs_Belarus,1548,0.808117874,1251
Belarus,BLR,2018,evs,Strong_evs,Strong_evs_Belarus,1548,0.290299227,449
Belgium,BEL,1988,eb,ThreeState_eb,ThreeState_eb_Belgium,1024,0.751953125,770
Belgium,BEL,1992,eb,ThreeState_eb,ThreeState_eb_Belgium,1036,0.700772201,726
Belgium,BEL,1997,eb,ThreeState_eb,ThreeState_eb_Belgium,1005,0.60199005,605
Belgium,BEL,1999,evs,Army_evs,Army_evs_Belgium,1912,0.9125,1745
Belgium,BEL,1999,evs,Church_evs,Church_evs_Belgium,1912,0.857008368,1639
Belgium,BEL,1999,evs,EvDemoc_evs,EvDemoc_evs_Belgium,1912,0.824006276,1575
Belgium,BEL,1999,evs,Strong_evs,Strong_evs_Belgium,1912,0.619299163,1184
Belgium,BEL,2003,cses,Church_cses,Church_cses_Belgium,2225,0.847,1885
